,id,Purchase Prob
0,1,0.04829217700952774
1,2,0.2127550985756677
2,3,0.27664295495539815
3,4,0.4788095169780435
4,5,0.06439371031600785
5,6,0.25632582187459396
6,7,0.18470729536147282
7,8,0.27664295495539815
8,9,0.9350445639210163
9,10,0.13548238841784502
10,11,0.4241782994322092
11,12,0.6275065364188784
12,13,0.04829217700952774
13,14,0.22947871250259022
14,15,0.6346712968775275
15,16,0.24366265465080775
16,17,0.44363404305065757
17,18,0.04829217700952774
18,19,0.09467163280454675
19,20,0.5079222228895236
20,21,0.2839593901382918
21,22,0.541057933769328
22,23,0.25632582187459396
23,24,0.6411438096735456
24,25,0.24529679294458845
25,26,0.541057933769328
26,27,0.2738219198920173
27,28,0.4839715043364471
28,29,0.2127550985756677
29,30,0.9258755759638075
30,31,0.6543075963913685
31,32,0.04829217700952774
32,33,0.04829217700952774
33,34,0.04829217700952774
34,35,0.18366438458809392
35,36,0.04829217700952774
36,37,0.1857541971967544
37,38,0.7728086339349458
38,39,0.13926142543075853
39,40,0.10757968517830124
40,41,0.1586296096848424
41,42,0.06439371031600785
42,43,0.06439371031600785
43,44,0.22947871250259022
44,45,0.25632582187459396
45,46,0.5675996174185686
46,47,0.25632582187459396
47,48,0.4457654774309461
48,49,0.6590513703097042
49,50,0.04829217700952774
50,51,0.2127550985756677
51,52,0.04829217700952774
52,53,0.5225608184236822
53,54,0.5270722071332437
54,55,0.2127550985756677
55,56,0.7917703812420538
56,57,0.10757968517830124
57,58,0.22947871250259022
58,59,0.41090373471859387
59,60,0.6745782698977223
60,61,0.7871282501057163
61,62,0.6275065364188784
62,63,0.44363404305065773
63,64,0.10757968517830124
64,65,0.6346712968775275
65,66,0.2831011603166029
66,67,0.04829217700952774
67,68,0.5355069811363844
68,69,0.7728086339349458
69,70,0.21269852406792603
70,71,0.1586296096848424
71,72,0.28938859445867116
72,73,0.5814833189829287
73,74,0.7781665827535341
74,75,0.1423666033351965
75,76,0.1545894142666049
76,77,0.1569838820479932
77,78,0.49616793313896645
78,79,0.43317828226039656
79,80,0.6862902038482536
80,81,0.33400877234594395
81,82,0.1860195104039343
82,83,0.8118543626005901
83,84,0.04829217700952774
84,85,0.2831011603166029
85,86,0.04829217700952774
86,87,0.6199862381765139
87,88,0.04829217700952774
88,89,0.6558664985164802
89,90,0.25632582187459396
90,91,0.12838368979820303
91,92,0.6318301996830907
92,93,0.7871282501057163
93,94,0.04829217700952774
94,95,0.37022236809136283
95,96,0.49379308533156274
96,97,0.39159113687096486
97,98,0.06439371031600785
98,99,0.4643198194030674
99,100,0.513594739054388
100,101,0.7728086339349458
101,102,0.47931474525926876
102,103,0.10207114646099569
103,104,0.25632582187459396
104,105,0.06439371031600785
105,106,0.04829217700952774
106,107,0.44363404305065757
107,108,0.5367714626954422
108,109,0.445227252715878
109,110,0.04829217700952774
110,111,0.4643198194030674
111,112,0.4643198194030674
112,113,0.49897771916777245
113,114,0.678209223229228
114,115,0.3627848952349878
115,116,0.49616793313896645
116,117,0.5105816374355653
117,118,0.4581917261337429
118,119,0.49897771916777245
119,120,0.6346712968775275
120,121,0.9095049857572066
121,122,0.04829217700952774
122,123,0.5270722071332437
123,124,0.6590513703097042
124,125,0.6275065364188784
125,126,0.7871282501057163
126,127,0.43894515585980104
127,128,0.11661337597934848
128,129,0.18220134533451113
129,130,0.04829217700952774
130,131,0.04829217700952774
131,132,0.5105519878636325
132,133,0.7728086339349458
133,134,0.4997913806488581
134,135,0.3068831113353197
135,136,0.9352588101911488
136,137,0.41310786838058
137,138,0.466487815507835
138,139,0.5786136658824995
139,140,0.04829217700952774
140,141,0.4581917261337429
141,142,0.18883302843661123
142,143,0.6368308641676385
143,144,0.44363404305065757
144,145,0.25632582187459396
145,146,0.531448659407026
146,147,0.7368936925428834
147,148,0.2805229735140895
148,149,0.2719007533944053
149,150,0.5354440140313361
150,151,0.4581917261337429
151,152,0.2127550985756677
152,153,0.5270722071332437
153,154,0.25632582187459396
154,155,0.04829217700952774
155,156,0.19188673855961466
156,157,0.33960827802126103
157,158,0.1848159308180018
158,159,0.06439371031600785
159,160,0.4712729147011217
160,161,0.0929289252934316
161,162,0.156538653022731
162,163,0.27121566359744403
163,164,0.5060349203158754
164,165,0.2127550985756677
165,166,0.7728086339349458
166,167,0.1848159308180018
167,168,0.9030490480787752
168,169,0.04829217700952774
169,170,0.9097211951690998
170,171,0.4070330191585516
171,172,0.35879188550818386
172,173,0.5250353655349143
173,174,0.4643198194030674
174,175,0.2127550985756677
175,176,0.1545894142666049
176,177,0.2127550985756677
177,178,0.2784106015775546
178,179,0.19794055139935463
179,180,0.541057933769328
180,181,0.26422125981412625
181,182,0.19341462121578792
182,183,0.20486757575571188
183,184,0.34918501077314407
184,185,0.9813988788152843
185,186,0.7424966565091281
186,187,0.6521363670614563
187,188,0.25632582187459396
188,189,0.541057933769328
189,190,0.25632582187459396
190,191,0.16886389223151432
191,192,0.2071369706918958
192,193,0.04829217700952774
193,194,0.7728086339349458
194,195,0.6070640234972137
195,196,0.27664295495539815
196,197,0.21059120929289588
197,198,0.049238496453660095
198,199,0.30732888378025464
199,200,0.5092725014131144
200,201,0.6368308641676385
201,202,0.2127550985756677
202,203,0.1529378614635488
203,204,0.5949162569237509
204,205,0.2831011603166029
205,206,0.21462334035311653
206,207,0.0929289252934316
207,208,0.2556719762011553
208,209,0.1303219737511533
209,210,0.374696754559992
210,211,0.4581917261337429
211,212,0.48397150433644687
212,213,0.16521251138878074
213,214,0.4581917261337429
214,215,0.07454072334498374
215,216,0.38422949189974887
216,217,0.5495407945302377
217,218,0.7871282501057163
218,219,0.21598947014170977
219,220,0.07454072334498374
220,221,0.3118370955911373
221,222,0.06439371031600785
222,223,0.18470729536147282
